Area,MTU,Fossil Gas  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|SE3,23.03.2022 12:00 - 23.03.2022 13:00 (CET/CEST),0,1061,6982,1052,253,443
BZN|SE3,23.03.2022 13:00 - 23.03.2022 14:00 (CET/CEST),0,1056,6981,1035,232,481
BZN|SE3,23.03.2022 14:00 - 23.03.2022 15:00 (CET/CEST),0,1059,6983,1029,191,528
BZN|SE3,23.03.2022 15:00 - 23.03.2022 16:00 (CET/CEST),0,1072,6983,1002,126,570
BZN|SE3,23.03.2022 16:00 - 23.03.2022 17:00 (CET/CEST),0,1077,6982,1008,58,632
BZN|SE3,23.03.2022 17:00 - 23.03.2022 18:00 (CET/CEST),0,1142,6983,988,11,793
BZN|SE3,23.03.2022 18:00 - 23.03.2022 19:00 (CET/CEST),0,1134,6980,986,3,1017
BZN|SE3,23.03.2022 19:00 - 23.03.2022 20:00 (CET/CEST),0,1188,6982,983,0,1166
BZN|SE3,23.03.2022 20:00 - 23.03.2022 21:00 (CET/CEST),0,1028,6981,933,0,1238
BZN|SE3,23.03.2022 21:00 - 23.03.2022 22:00 (CET/CEST),0,854,6981,886,0,1309
BZN|SE3,23.03.2022 22:00 - 23.03.2022 23:00 (CET/CEST),0,751,6981,792,0,1319
BZN|SE3,23.03.2022 23:00 - 24.03.2022 00:00 (CET/CEST),0,673,6982,692,0,1351
BZN|SE3,24.03.2022 00:00 - 24.03.2022 01:00 (CET/CEST),0,634,6982,650,0,1312
BZN|SE3,24.03.2022 01:00 - 24.03.2022 02:00 (CET/CEST),0,629,6983,642,0,1298
BZN|SE3,24.03.2022 02:00 - 24.03.2022 03:00 (CET/CEST),0,653,6984,640,0,1248
BZN|SE3,24.03.2022 03:00 - 24.03.2022 04:00 (CET/CEST),0,654,6984,643,0,1267
BZN|SE3,24.03.2022 04:00 - 24.03.2022 05:00 (CET/CEST),0,658,6984,671,0,1223
BZN|SE3,24.03.2022 05:00 - 24.03.2022 06:00 (CET/CEST),0,718,6984,823,0,1240
BZN|SE3,24.03.2022 06:00 - 24.03.2022 07:00 (CET/CEST),0,993,6983,927,7,1150
BZN|SE3,24.03.2022 07:00 - 24.03.2022 08:00 (CET/CEST),0,1088,6985,982,35,1040
BZN|SE3,24.03.2022 08:00 - 24.03.2022 09:00 (CET/CEST),0,1112,6983,1010,84,809
BZN|SE3,24.03.2022 09:00 - 24.03.2022 10:00 (CET/CEST),0,1126,6981,1030,147,525
BZN|SE3,24.03.2022 10:00 - 24.03.2022 11:00 (CET/CEST),0,1111,6983,1035,203,410
BZN|SE3,24.03.2022 11:00 - 24.03.2022 12:00 (CET/CEST),0,1090,6984,1028,239,360
BZN|SE3,24.03.2022 12:00 - 24.03.2022 13:00 (CET/CEST),0,1080,6985,1002,245,356
BZN|SE3,24.03.2022 13:00 - 24.03.2022 14:00 (CET/CEST),0,1079,6984,977,229,387
BZN|SE3,24.03.2022 14:00 - 24.03.2022 15:00 (CET/CEST),0,1075,6984,952,188,437
BZN|SE3,24.03.2022 15:00 - 24.03.2022 16:00 (CET/CEST),0,1087,6982,945,122,479
BZN|SE3,24.03.2022 16:00 - 24.03.2022 17:00 (CET/CEST),0,1106,6981,940,57,567
BZN|SE3,24.03.2022 17:00 - 24.03.2022 18:00 (CET/CEST),0,1145,6981,924,12,720
BZN|SE3,24.03.2022 18:00 - 24.03.2022 19:00 (CET/CEST),0,1205,6983,928,3,890
BZN|SE3,24.03.2022 19:00 - 24.03.2022 20:00 (CET/CEST),0,1266,6981,933,0,1013
BZN|SE3,24.03.2022 20:00 - 24.03.2022 21:00 (CET/CEST),0,1074,6983,931,0,997
BZN|SE3,24.03.2022 21:00 - 24.03.2022 22:00 (CET/CEST),0,1023,6981,902,0,1011
BZN|SE3,24.03.2022 22:00 - 24.03.2022 23:00 (CET/CEST),0,975,6980,861,0,959
BZN|SE3,24.03.2022 23:00 - 25.03.2022 00:00 (CET/CEST),0,827,6977,788,0,969
BZN|SE3,25.03.2022 00:00 - 25.03.2022 01:00 (CET/CEST),0,747,6974,736,0,989
BZN|SE3,25.03.2022 01:00 - 25.03.2022 02:00 (CET/CEST),0,725,6975,721,0,1073
BZN|SE3,25.03.2022 02:00 - 25.03.2022 03:00 (CET/CEST),0,720,6976,732,0,1190
BZN|SE3,25.03.2022 03:00 - 25.03.2022 04:00 (CET/CEST),0,719,6978,729,0,1320
BZN|SE3,25.03.2022 04:00 - 25.03.2022 05:00 (CET/CEST),0,721,6979,750,0,1438
BZN|SE3,25.03.2022 05:00 - 25.03.2022 06:00 (CET/CEST),0,790,6979,795,0,1632
BZN|SE3,25.03.2022 06:00 - 25.03.2022 07:00 (CET/CEST),0,926,6980,860,6,1754
BZN|SE3,25.03.2022 07:00 - 25.03.2022 08:00 (CET/CEST),0,1137,6979,949,27,1711
BZN|SE3,25.03.2022 08:00 - 25.03.2022 09:00 (CET/CEST),0,1155,6978,976,70,1612
BZN|SE3,25.03.2022 09:00 - 25.03.2022 10:00 (CET/CEST),0,1132,6980,980,117,1432
BZN|SE3,25.03.2022 10:00 - 25.03.2022 11:00 (CET/CEST),0,1115,6978,996,163,1375
BZN|SE3,25.03.2022 11:00 - 25.03.2022 12:00 (CET/CEST),0,1033,6972,944,202,1427
BZN|SE3,25.03.2022 12:00 - 25.03.2022 13:00 (CET/CEST),0,889,6973,858,208,1498
BZN|SE3,25.03.2022 13:00 - 25.03.2022 14:00 (CET/CEST),0,766,6974,810,181,1646
BZN|SE3,25.03.2022 14:00 - 25.03.2022 15:00 (CET/CEST),0,752,6970,786,150,1867
BZN|SE3,25.03.2022 15:00 - 25.03.2022 16:00 (CET/CEST),0,740,6970,750,95,2056
BZN|SE3,25.03.2022 16:00 - 25.03.2022 17:00 (CET/CEST),0,736,6973,729,41,2176
BZN|SE3,25.03.2022 17:00 - 25.03.2022 18:00 (CET/CEST),0,705,6974,722,8,2231
BZN|SE3,25.03.2022 18:00 - 25.03.2022 19:00 (CET/CEST),0,673,6975,718,2,2228
BZN|SE3,25.03.2022 19:00 - 25.03.2022 20:00 (CET/CEST),0,671,6977,723,0,2248
BZN|SE3,25.03.2022 20:00 - 25.03.2022 21:00 (CET/CEST),0,631,6978,671,0,2280
BZN|SE3,25.03.2022 21:00 - 25.03.2022 22:00 (CET/CEST),0,604,6978,659,0,2286
BZN|SE3,25.03.2022 22:00 - 25.03.2022 23:00 (CET/CEST),0,571,6977,636,0,2288
BZN|SE3,25.03.2022 23:00 - 26.03.2022 00:00 (CET/CEST),0,540,6975,602,0,2249
BZN|SE3,26.03.2022 00:00 - 26.03.2022 01:00 (CET/CEST),0,525,6974,569,0,2179
BZN|SE3,26.03.2022 01:00 - 26.03.2022 02:00 (CET/CEST),0,526,6972,560,0,2108
BZN|SE3,26.03.2022 02:00 - 26.03.2022 03:00 (CET/CEST),0,525,6969,557,0,2088
BZN|SE3,26.03.2022 03:00 - 26.03.2022 04:00 (CET/CEST),0,527,6970,559,0,2104
BZN|SE3,26.03.2022 04:00 - 26.03.2022 05:00 (CET/CEST),0,526,6973,558,0,2106
BZN|SE3,26.03.2022 05:00 - 26.03.2022 06:00 (CET/CEST),0,530,6976,551,0,2098
BZN|SE3,26.03.2022 06:00 - 26.03.2022 07:00 (CET/CEST),0,535,6976,567,8,2052
BZN|SE3,26.03.2022 07:00 - 26.03.2022 08:00 (CET/CEST),0,539,6976,592,39,2024
BZN|SE3,26.03.2022 08:00 - 26.03.2022 09:00 (CET/CEST),0,553,6978,599,90,1989
BZN|SE3,26.03.2022 09:00 - 26.03.2022 10:00 (CET/CEST),0,563,6980,623,155,2059
BZN|SE3,26.03.2022 10:00 - 26.03.2022 11:00 (CET/CEST),0,581,6977,620,206,2114
BZN|SE3,26.03.2022 11:00 - 26.03.2022 12:00 (CET/CEST),0,588,6977,625,229,2065
BZN|SE3,26.03.2022 12:00 - 26.03.2022 13:00 (CET/CEST),0,586,6977,593,234,2002
BZN|SE3,26.03.2022 13:00 - 26.03.2022 14:00 (CET/CEST),0,585,6975,588,214,1920
BZN|SE3,26.03.2022 14:00 - 26.03.2022 15:00 (CET/CEST),0,593,6973,603,176,1766
BZN|SE3,26.03.2022 15:00 - 26.03.2022 16:00 (CET/CEST),0,610,6972,631,120,1541
BZN|SE3,26.03.2022 16:00 - 26.03.2022 17:00 (CET/CEST),0,623,6972,691,58,1238
BZN|SE3,26.03.2022 17:00 - 26.03.2022 18:00 (CET/CEST),0,667,6971,772,13,963
BZN|SE3,26.03.2022 18:00 - 26.03.2022 19:00 (CET/CEST),0,961,6969,865,2,738
BZN|SE3,26.03.2022 19:00 - 26.03.2022 20:00 (CET/CEST),0,1096,6970,919,0,583
BZN|SE3,26.03.2022 20:00 - 26.03.2022 21:00 (CET/CEST),0,1019,6973,925,0,429
BZN|SE3,26.03.2022 21:00 - 26.03.2022 22:00 (CET/CEST),0,906,6972,922,0,326
BZN|SE3,26.03.2022 22:00 - 26.03.2022 23:00 (CET/CEST),0,848,6975,900,0,251
BZN|SE3,26.03.2022 23:00 - 27.03.2022 00:00 (CET/CEST),0,984,6974,920,0,236
BZN|SE3,27.03.2022 00:00 - 27.03.2022 01:00 (CET/CEST),0,838,6974,903,0,277
BZN|SE3,27.03.2022 01:00 - 27.03.2022 02:00 (CET/CEST),0,837,6975,873,0,281
BZN|SE3,27.03.2022 02:00 - 27.03.2022 03:00 (CET/CEST),,,,,,
BZN|SE3,27.03.2022 03:00 - 27.03.2022 04:00 (CET/CEST),0,836,6977,865,0,349
BZN|SE3,27.03.2022 04:00 - 27.03.2022 05:00 (CET/CEST),0,829,6975,870,0,425
BZN|SE3,27.03.2022 05:00 - 27.03.2022 06:00 (CET/CEST),0,831,6974,873,0,545
BZN|SE3,27.03.2022 06:00 - 27.03.2022 07:00 (CET/CEST),0,833,6974,876,0,614
BZN|SE3,27.03.2022 07:00 - 27.03.2022 08:00 (CET/CEST),0,895,6972,893,3,702
BZN|SE3,27.03.2022 08:00 - 27.03.2022 09:00 (CET/CEST),0,1006,6969,937,23,755
BZN|SE3,27.03.2022 09:00 - 27.03.2022 10:00 (CET/CEST),0,1024,6967,954,58,709
BZN|SE3,27.03.2022 10:00 - 27.03.2022 11:00 (CET/CEST),0,1070,6966,940,106,657
BZN|SE3,27.03.2022 11:00 - 27.03.2022 12:00 (CET/CEST),0,1042,6968,926,139,716
BZN|SE3,27.03.2022 12:00 - 27.03.2022 13:00 (CET/CEST),0,980,6970,885,165,804
BZN|SE3,27.03.2022 13:00 - 27.03.2022 14:00 (CET/CEST),0,784,6965,829,168,919
BZN|SE3,27.03.2022 14:00 - 27.03.2022 15:00 (CET/CEST),0,706,6967,787,155,1074
BZN|SE3,27.03.2022 15:00 - 27.03.2022 16:00 (CET/CEST),0,665,6969,725,130,1276
BZN|SE3,27.03.2022 16:00 - 27.03.2022 17:00 (CET/CEST),0,625,6970,668,89,1505
BZN|SE3,27.03.2022 17:00 - 27.03.2022 18:00 (CET/CEST),0,593,6971,650,51,1750
BZN|SE3,27.03.2022 18:00 - 27.03.2022 19:00 (CET/CEST),0,539,6971,625,19,1973
BZN|SE3,27.03.2022 19:00 - 27.03.2022 20:00 (CET/CEST),0,528,6972,623,6,2145
BZN|SE3,27.03.2022 20:00 - 27.03.2022 21:00 (CET/CEST),0,521,6971,614,0,2257
BZN|SE3,27.03.2022 21:00 - 27.03.2022 22:00 (CET/CEST),0,519,6973,595,0,2365
BZN|SE3,27.03.2022 22:00 - 27.03.2022 23:00 (CET/CEST),0,519,6917,533,0,2418
BZN|SE3,27.03.2022 23:00 - 28.03.2022 00:00 (CET/CEST),N/A,N/A,N/A,N/A,N/A,N/A
BZN|SE3,28.03.2022 00:00 - 28.03.2022 01:00 (CET/CEST),0,514,6972,532,0,2483
BZN|SE3,28.03.2022 01:00 - 28.03.2022 02:00 (CET/CEST),0,516,6971,527,0,2507
BZN|SE3,28.03.2022 02:00 - 28.03.2022 03:00 (CET/CEST),0,493,6972,533,0,2542
BZN|SE3,28.03.2022 03:00 - 28.03.2022 04:00 (CET/CEST),0,481,6972,525,0,2576
BZN|SE3,28.03.2022 04:00 - 28.03.2022 05:00 (CET/CEST),0,487,6973,545,0,2616
BZN|SE3,28.03.2022 05:00 - 28.03.2022 06:00 (CET/CEST),0,519,6974,597,0,2639
BZN|SE3,28.03.2022 06:00 - 28.03.2022 07:00 (CET/CEST),0,556,6971,677,0,2636
BZN|SE3,28.03.2022 07:00 - 28.03.2022 08:00 (CET/CEST),0,597,6970,717,6,2594
BZN|SE3,28.03.2022 08:00 - 28.03.2022 09:00 (CET/CEST),0,635,6970,725,37,2549
BZN|SE3,28.03.2022 09:00 - 28.03.2022 10:00 (CET/CEST),0,638,6969,713,82,2533
BZN|SE3,28.03.2022 10:00 - 28.03.2022 11:00 (CET/CEST),0,617,6969,692,135,2553
BZN|SE3,28.03.2022 11:00 - 28.03.2022 12:00 (CET/CEST),0,622,6969,709,179,2594
BZN|SE3,28.03.2022 12:00 - 28.03.2022 13:00 (CET/CEST),0,627,6970,727,207,2590
BZN|SE3,28.03.2022 13:00 - 28.03.2022 14:00 (CET/CEST),0,627,6969,735,212,2549
BZN|SE3,28.03.2022 14:00 - 28.03.2022 15:00 (CET/CEST),0,632,6972,746,196,2521
BZN|SE3,28.03.2022 15:00 - 28.03.2022 16:00 (CET/CEST),0,628,6970,748,159,2469
BZN|SE3,28.03.2022 16:00 - 28.03.2022 17:00 (CET/CEST),0,635,6969,747,107,2413
BZN|SE3,28.03.2022 17:00 - 28.03.2022 18:00 (CET/CEST),0,664,6969,740,60,2268
BZN|SE3,28.03.2022 18:00 - 28.03.2022 19:00 (CET/CEST),0,709,6969,742,20,2110
BZN|SE3,28.03.2022 19:00 - 28.03.2022 20:00 (CET/CEST),0,795,6968,760,6,1968
BZN|SE3,28.03.2022 20:00 - 28.03.2022 21:00 (CET/CEST),0,763,6971,745,0,1722
BZN|SE3,28.03.2022 21:00 - 28.03.2022 22:00 (CET/CEST),0,743,6972,744,0,1561
BZN|SE3,28.03.2022 22:00 - 28.03.2022 23:00 (CET/CEST),0,679,6913,711,0,1471
BZN|SE3,28.03.2022 23:00 - 29.03.2022 00:00 (CET/CEST),0,706,6913,707,0,1348
BZN|SE3,29.03.2022 00:00 - 29.03.2022 01:00 (CET/CEST),0,751,6972,741,0,1239
BZN|SE3,29.03.2022 01:00 - 29.03.2022 02:00 (CET/CEST),0,768,6973,760,0,1185
BZN|SE3,29.03.2022 02:00 - 29.03.2022 03:00 (CET/CEST),0,778,6973,770,0,1109
BZN|SE3,29.03.2022 03:00 - 29.03.2022 04:00 (CET/CEST),0,805,6974,798,0,997
BZN|SE3,29.03.2022 04:00 - 29.03.2022 05:00 (CET/CEST),0,898,6973,863,0,863
BZN|SE3,29.03.2022 05:00 - 29.03.2022 06:00 (CET/CEST),0,967,6973,918,0,788
BZN|SE3,29.03.2022 06:00 - 29.03.2022 07:00 (CET/CEST),0,1075,6973,964,0,692
BZN|SE3,29.03.2022 07:00 - 29.03.2022 08:00 (CET/CEST),0,1124,6973,985,6,558
BZN|SE3,29.03.2022 08:00 - 29.03.2022 09:00 (CET/CEST),0,1154,6975,1008,38,431
BZN|SE3,29.03.2022 09:00 - 29.03.2022 10:00 (CET/CEST),0,1164,6974,1019,86,358
BZN|SE3,29.03.2022 10:00 - 29.03.2022 11:00 (CET/CEST),0,1156,6974,1022,123,342
BZN|SE3,29.03.2022 11:00 - 29.03.2022 12:00 (CET/CEST),0,1130,6974,1022,157,329
BZN|SE3,29.03.2022 12:00 - 29.03.2022 13:00 (CET/CEST),0,1133,6974,1013,182,321
BZN|SE3,29.03.2022 13:00 - 29.03.2022 14:00 (CET/CEST),0,1088,6975,1018,184,350
BZN|SE3,29.03.2022 14:00 - 29.03.2022 15:00 (CET/CEST),0,1087,6969,1014,169,363
BZN|SE3,29.03.2022 15:00 - 29.03.2022 16:00 (CET/CEST),0,1089,6963,1002,132,340
BZN|SE3,29.03.2022 16:00 - 29.03.2022 17:00 (CET/CEST),0,1126,6962,991,88,335
BZN|SE3,29.03.2022 17:00 - 29.03.2022 18:00 (CET/CEST),0,1139,6962,984,51,327
BZN|SE3,29.03.2022 18:00 - 29.03.2022 19:00 (CET/CEST),0,1192,6962,988,21,315
BZN|SE3,29.03.2022 19:00 - 29.03.2022 20:00 (CET/CEST),0,1306,6963,983,6,358
BZN|SE3,29.03.2022 20:00 - 29.03.2022 21:00 (CET/CEST),0,1319,6965,988,0,379
BZN|SE3,29.03.2022 21:00 - 29.03.2022 22:00 (CET/CEST),0,1272,6967,990,0,441
BZN|SE3,29.03.2022 22:00 - 29.03.2022 23:00 (CET/CEST),0,1243,6969,997,0,510
BZN|SE3,29.03.2022 23:00 - 30.03.2022 00:00 (CET/CEST),0,1208,6912,989,0,578
BZN|SE3,30.03.2022 00:00 - 30.03.2022 01:00 (CET/CEST),0,1174,6972,990,0,628
BZN|SE3,30.03.2022 01:00 - 30.03.2022 02:00 (CET/CEST),0,1158,6972,998,0,654
BZN|SE3,30.03.2022 02:00 - 30.03.2022 03:00 (CET/CEST),0,1155,6973,998,0,704
BZN|SE3,30.03.2022 03:00 - 30.03.2022 04:00 (CET/CEST),0,1155,6972,999,0,702
BZN|SE3,30.03.2022 04:00 - 30.03.2022 05:00 (CET/CEST),0,1138,6971,999,0,705
BZN|SE3,30.03.2022 05:00 - 30.03.2022 06:00 (CET/CEST),0,1119,6969,1015,0,729
BZN|SE3,30.03.2022 06:00 - 30.03.2022 07:00 (CET/CEST),0,1163,6969,1013,0,698
BZN|SE3,30.03.2022 07:00 - 30.03.2022 08:00 (CET/CEST),0,1205,6971,1016,10,654
BZN|SE3,30.03.2022 08:00 - 30.03.2022 09:00 (CET/CEST),0,1226,6974,1053,66,554
BZN|SE3,30.03.2022 09:00 - 30.03.2022 10:00 (CET/CEST),0,1218,6974,1076,135,456
BZN|SE3,30.03.2022 10:00 - 30.03.2022 11:00 (CET/CEST),0,1172,6973,1109,192,383
BZN|SE3,30.03.2022 11:00 - 30.03.2022 12:00 (CET/CEST),0,1164,6976,1140,241,397
BZN|SE3,30.03.2022 12:00 - 30.03.2022 13:00 (CET/CEST),0,1136,6975,1142,261,411
BZN|SE3,30.03.2022 13:00 - 30.03.2022 14:00 (CET/CEST),0,1116,6973,1148,256,457
BZN|SE3,30.03.2022 14:00 - 30.03.2022 15:00 (CET/CEST),0,1117,6975,1133,224,502
BZN|SE3,30.03.2022 15:00 - 30.03.2022 16:00 (CET/CEST),0,1113,6970,1130,178,492
BZN|SE3,30.03.2022 16:00 - 30.03.2022 17:00 (CET/CEST),0,1168,6970,1099,121,467
BZN|SE3,30.03.2022 17:00 - 30.03.2022 18:00 (CET/CEST),0,1192,6966,1081,74,412
BZN|SE3,30.03.2022 18:00 - 30.03.2022 19:00 (CET/CEST),0,1192,6967,1069,27,327
BZN|SE3,30.03.2022 19:00 - 30.03.2022 20:00 (CET/CEST),0,1283,6968,1063,6,325
BZN|SE3,30.03.2022 20:00 - 30.03.2022 21:00 (CET/CEST),0,1290,6969,1058,0,305
BZN|SE3,30.03.2022 21:00 - 30.03.2022 22:00 (CET/CEST),0,1251,6969,1051,0,310
BZN|SE3,30.03.2022 22:00 - 30.03.2022 23:00 (CET/CEST),0,1215,6970,1039,0,333
BZN|SE3,30.03.2022 23:00 - 31.03.2022 00:00 (CET/CEST),0,1179,6912,1035,0,325
BZN|SE3,31.03.2022 00:00 - 31.03.2022 01:00 (CET/CEST),0,1097,6970,1054,0,349
BZN|SE3,31.03.2022 01:00 - 31.03.2022 02:00 (CET/CEST),0,1047,6971,1023,0,355
BZN|SE3,31.03.2022 02:00 - 31.03.2022 03:00 (CET/CEST),0,1036,6972,1024,0,361
BZN|SE3,31.03.2022 03:00 - 31.03.2022 04:00 (CET/CEST),0,1037,6972,1052,0,348
BZN|SE3,31.03.2022 04:00 - 31.03.2022 05:00 (CET/CEST),0,1054,6971,1067,0,329
BZN|SE3,31.03.2022 05:00 - 31.03.2022 06:00 (CET/CEST),0,1181,6972,1067,0,308
BZN|SE3,31.03.2022 06:00 - 31.03.2022 07:00 (CET/CEST),0,1215,6970,1068,0,295
BZN|SE3,31.03.2022 07:00 - 31.03.2022 08:00 (CET/CEST),0,1245,6965,1082,11,260
BZN|SE3,31.03.2022 08:00 - 31.03.2022 09:00 (CET/CEST),0,1224,6967,1143,64,163
BZN|SE3,31.03.2022 09:00 - 31.03.2022 10:00 (CET/CEST),0,1230,6968,1187,119,94
BZN|SE3,31.03.2022 10:00 - 31.03.2022 11:00 (CET/CEST),0,1213,6971,1204,187,69
BZN|SE3,31.03.2022 11:00 - 31.03.2022 12:00 (CET/CEST),0,1201,6970,1195,221,58
BZN|SE3,31.03.2022 12:00 - 31.03.2022 13:00 (CET/CEST),0,1187,6965,1150,224,64
BZN|SE3,31.03.2022 13:00 - 31.03.2022 14:00 (CET/CEST),0,1181,6969,1142,209,71
BZN|SE3,31.03.2022 14:00 - 31.03.2022 15:00 (CET/CEST),0,1176,6970,1101,188,100
BZN|SE3,31.03.2022 15:00 - 31.03.2022 16:00 (CET/CEST),0,1188,6968,1104,150,112
BZN|SE3,31.03.2022 16:00 - 31.03.2022 17:00 (CET/CEST),0,1226,6969,1075,101,123
BZN|SE3,31.03.2022 17:00 - 31.03.2022 18:00 (CET/CEST),0,1322,6969,1066,60,135
BZN|SE3,31.03.2022 18:00 - 31.03.2022 19:00 (CET/CEST),0,1359,6970,1053,21,159
BZN|SE3,31.03.2022 19:00 - 31.03.2022 20:00 (CET/CEST),0,1429,6970,1047,1,204
BZN|SE3,31.03.2022 20:00 - 31.03.2022 21:00 (CET/CEST),0,1416,6970,1042,0,215
BZN|SE3,31.03.2022 21:00 - 31.03.2022 22:00 (CET/CEST),0,1217,6970,1042,0,217
BZN|SE3,31.03.2022 22:00 - 31.03.2022 23:00 (CET/CEST),0,1153,6971,1009,0,221
BZN|SE3,31.03.2022 23:00 - 01.04.2022 00:00 (CET/CEST),0,1041,6911,973,0,216
BZN|SE3,01.04.2022 00:00 - 01.04.2022 01:00 (CET/CEST),0,1039,6973,945,0,235
BZN|SE3,01.04.2022 01:00 - 01.04.2022 02:00 (CET/CEST),0,1068,6972,935,0,238
BZN|SE3,01.04.2022 02:00 - 01.04.2022 03:00 (CET/CEST),0,1069,6972,941,0,267
BZN|SE3,01.04.2022 03:00 - 01.04.2022 04:00 (CET/CEST),0,1080,6972,965,0,279
BZN|SE3,01.04.2022 04:00 - 01.04.2022 05:00 (CET/CEST),0,1133,6972,988,0,300
BZN|SE3,01.04.2022 05:00 - 01.04.2022 06:00 (CET/CEST),0,1304,6972,1028,0,315
BZN|SE3,01.04.2022 06:00 - 01.04.2022 07:00 (CET/CEST),0,1346,6972,1056,1,331
BZN|SE3,01.04.2022 07:00 - 01.04.2022 08:00 (CET/CEST),0,1402,6971,1065,10,330
BZN|SE3,01.04.2022 08:00 - 01.04.2022 09:00 (CET/CEST),0,1399,6970,1104,55,259
BZN|SE3,01.04.2022 09:00 - 01.04.2022 10:00 (CET/CEST),0,1403,6967,1119,112,208
BZN|SE3,01.04.2022 10:00 - 01.04.2022 11:00 (CET/CEST),0,1411,6966,1119,165,158
BZN|SE3,01.04.2022 11:00 - 01.04.2022 12:00 (CET/CEST),0,1405,6964,1123,201,147
BZN|SE3,01.04.2022 12:00 - 01.04.2022 13:00 (CET/CEST),0,1381,6967,1124,212,122
BZN|SE3,01.04.2022 13:00 - 01.04.2022 14:00 (CET/CEST),0,1323,6965,1123,200,125
BZN|SE3,01.04.2022 14:00 - 01.04.2022 15:00 (CET/CEST),0,1271,6963,1083,173,141
BZN|SE3,01.04.2022 15:00 - 01.04.2022 16:00 (CET/CEST),0,1276,6963,1072,135,160
BZN|SE3,01.04.2022 16:00 - 01.04.2022 17:00 (CET/CEST),0,1287,6965,1052,95,177
BZN|SE3,01.04.2022 17:00 - 01.04.2022 18:00 (CET/CEST),0,1382,6968,1062,59,203
BZN|SE3,01.04.2022 18:00 - 01.04.2022 19:00 (CET/CEST),0,1377,6966,1052,21,194
BZN|SE3,01.04.2022 19:00 - 01.04.2022 20:00 (CET/CEST),0,1371,6965,1046,1,225
BZN|SE3,01.04.2022 20:00 - 01.04.2022 21:00 (CET/CEST),0,1364,6965,1046,0,245
BZN|SE3,01.04.2022 21:00 - 01.04.2022 22:00 (CET/CEST),0,1332,6967,1020,0,229
BZN|SE3,01.04.2022 22:00 - 01.04.2022 23:00 (CET/CEST),0,1212,6969,980,0,225
BZN|SE3,01.04.2022 23:00 - 02.04.2022 00:00 (CET/CEST),0,1193,6910,936,0,201
BZN|SE3,02.04.2022 00:00 - 02.04.2022 01:00 (CET/CEST),0,1138,6968,869,0,198
BZN|SE3,02.04.2022 01:00 - 02.04.2022 02:00 (CET/CEST),0,1127,6970,875,0,213
BZN|SE3,02.04.2022 02:00 - 02.04.2022 03:00 (CET/CEST),0,1112,6971,885,0,242
BZN|SE3,02.04.2022 03:00 - 02.04.2022 04:00 (CET/CEST),0,1098,6971,895,0,264
BZN|SE3,02.04.2022 04:00 - 02.04.2022 05:00 (CET/CEST),0,1079,6972,898,0,289
BZN|SE3,02.04.2022 05:00 - 02.04.2022 06:00 (CET/CEST),0,1079,6972,908,0,310
BZN|SE3,02.04.2022 06:00 - 02.04.2022 07:00 (CET/CEST),0,1086,6972,914,1,326
BZN|SE3,02.04.2022 07:00 - 02.04.2022 08:00 (CET/CEST),0,1171,6972,937,16,315
BZN|SE3,02.04.2022 08:00 - 02.04.2022 09:00 (CET/CEST),0,1177,6970,994,73,264
BZN|SE3,02.04.2022 09:00 - 02.04.2022 10:00 (CET/CEST),0,1184,6966,1011,142,201
BZN|SE3,02.04.2022 10:00 - 02.04.2022 11:00 (CET/CEST),0,1191,6967,1036,205,163
BZN|SE3,02.04.2022 11:00 - 02.04.2022 12:00 (CET/CEST),0,1036,6966,989,251,189
BZN|SE3,02.04.2022 12:00 - 02.04.2022 13:00 (CET/CEST),0,856,6965,929,262,250
BZN|SE3,02.04.2022 13:00 - 02.04.2022 14:00 (CET/CEST),0,808,6965,898,255,326
BZN|SE3,02.04.2022 14:00 - 02.04.2022 15:00 (CET/CEST),0,798,6965,881,232,417
BZN|SE3,02.04.2022 15:00 - 02.04.2022 16:00 (CET/CEST),0,794,6948,880,194,529
BZN|SE3,02.04.2022 16:00 - 02.04.2022 17:00 (CET/CEST),0,915,6945,873,138,595
BZN|SE3,02.04.2022 17:00 - 02.04.2022 18:00 (CET/CEST),0,965,6943,844,83,608
BZN|SE3,02.04.2022 18:00 - 02.04.2022 19:00 (CET/CEST),0,963,6958,855,27,626
BZN|SE3,02.04.2022 19:00 - 02.04.2022 20:00 (CET/CEST),0,1068,6966,882,2,728
BZN|SE3,02.04.2022 20:00 - 02.04.2022 21:00 (CET/CEST),0,1062,6968,883,0,824
BZN|SE3,02.04.2022 21:00 - 02.04.2022 22:00 (CET/CEST),0,1047,6969,874,0,948
BZN|SE3,02.04.2022 22:00 - 02.04.2022 23:00 (CET/CEST),0,868,6968,824,0,1019
BZN|SE3,02.04.2022 23:00 - 03.04.2022 00:00 (CET/CEST),0,832,6908,803,0,1025
BZN|SE3,03.04.2022 00:00 - 03.04.2022 01:00 (CET/CEST),0,793,6969,784,0,1028
BZN|SE3,03.04.2022 01:00 - 03.04.2022 02:00 (CET/CEST),0,791,6970,778,0,954
BZN|SE3,03.04.2022 02:00 - 03.04.2022 03:00 (CET/CEST),0,783,6971,784,0,881
