Datum,Förbrukning Mwh exkl. avk.last,Förbrukning Mwh >50 MW,Avkopplingsb. last,Timmätta förluster,ospec_prod,vattenkraft_prod,vindkraft_prod,karnkraft_prod,varmekraft_prod,solkraft_prod,Schablonleverans förbrukning,Schablonleverans förluster,total_produktion,total_forbrukning,Day-ahead Price [EUR/MWh]
1.1.2022 0:00,4600,715,23.18,262,8.55,839,1091,5861,929,0.075,3597,300.2,8728.625,9497.38,46.6
1.1.2022 1:00,4607,717,23.93,253,8.56,844,1005,5861,867,0.069,3522,293.8,8585.629,9416.73,41.33
1.1.2022 2:00,4585,720,24.18,257,8.57,847,905,5860,848,0.073,3441,287,8468.643,9314.18,42.18
1.1.2022 3:00,4573,729,24.43,268,8.72,865,818,5860,856,0.075,3379,281.7,8407.795,9255.13,44.37
1.1.2022 4:00,4596,728,25.03,254,8.74,879,785,5859,861,0.072,3374,281.3,8392.812,9258.33,37.67
1.1.2022 5:00,4636,729,25.53,270,8.56,882,701,5860,872,0.078,3416,284.9,8323.638,9361.43,39.7
1.1.2022 6:00,4732,730,25.51,271,8.35,887,504,5858,910,0.077,3491,291,8167.427,9540.51,40.59
1.1.2022 7:00,4862,733,26.83,297,7.92,901,402,5860,969,0.088,3589,299.1,8140.008,9806.93,43.26
1.1.2022 8:00,4984,709,27.21,300,7.24,928,298,5859,1002,0.1,3714,309.6,8094.34,10043.81,49.66
1.1.2022 9:00,5027,721,26.23,314,7.28,940,211,5859,1023,0.529,3881,323.8,8040.809,10293.03,70.05
1.1.2022 10:00,5107,718,19.99,328,7.27,952,145,5859,1062,1.606,4107,342.8,8026.876,10622.79,76.79
1.1.2022 11:00,5118,729,13.58,300,7.26,970,118,5878,1087,2.55,4298,359.1,8062.81,10817.68,84.1
1.1.2022 12:00,5149,724,9.57,296,7.27,974,110,6052,1093,2.233,4385,366.5,8238.503,10930.07,94.74
1.1.2022 13:00,5188,733,9.59,296,7.29,969,148,6194,1096,1.642,4425,369.9,8415.932,11021.49,96.8
1.1.2022 14:00,5254,736,9.59,295,7.32,999,250,6258,1101,0.625,4505,376.7,8615.945,11176.29,97.17
1.1.2022 15:00,5349,743,9.54,288,7.26,1117,379,6257,1110,0.15,4675,391,8870.41,11455.54,101.27
1.1.2022 16:00,5369,739,9.5,290,7.43,1260,545,6311,1120,0.114,4833,404.2,9243.544,11644.7,126.6
1.1.2022 17:00,5383,701,9.48,285,7.5,1282,651,6325,1125,0.14,4902,410.1,9390.64,11690.58,149.97
1.1.2022 18:00,5336,685,9.67,295,7.5,1273,895,6323,1127,0.132,4869,407.4,9625.632,11602.07,146.33
1.1.2022 19:00,5252,699,9.72,303,7.5,1222,1186,6329,1126,0.102,4734,396,9870.602,11393.72,140.28
1.1.2022 20:00,5098,697,9.69,310,7.5,1176,1382,6331,1127,0.096,4548,380.5,10023.596,11043.19,121.88
1.1.2022 21:00,4972,689,9.64,323,7.51,1019,1576,6331,1101,0.092,4359,364.7,10034.602,10717.34,102.61
1.1.2022 22:00,4874,707,9.68,329,7.57,916,1666,6333,1086,0.087,4164,348.1,10008.657,10431.78,95.12
1.1.2022 23:00,4817,732,15.31,334,7.62,857,1611,6336,1056,0.085,3941,329.3,9867.705,10168.61,83.11
2.1.2022 0:00,4675,716,19.28,354,50.7,819,1584,6336,944,0.082,3726,311.2,9733.782,9801.48,34.73
2.1.2022 1:00,4622,694,20.14,343,8.34,811,1532,6336,862,0.086,3571,298.2,9549.426,9548.34,34.39
2.1.2022 2:00,4609,667,20.52,331,8.6,805,1452,6336,836,0.077,3484,291.1,9437.677,9402.62,34.36
2.1.2022 3:00,4590,685,19.44,286,8.3,800,1457,6335,811,0.081,3413,285.3,9411.381,9278.74,34.1
2.1.2022 4:00,4624,667,19.19,260,8.04,798,1391,6336,822,0.075,3383,282.7,9355.115,9235.89,29.56
2.1.2022 5:00,4636,618,21.58,261,8.12,809,1260,6338,825,0.079,3382,282.6,9240.199,9201.18,33.97
2.1.2022 6:00,4771,595,21.39,266,7.01,845,1252,6338,827,0.077,3412,285.1,9269.087,9350.49,34.52
2.1.2022 7:00,4901,617,20.99,258,6.9,860,1263,6336,831,0.08,3482,290.8,9296.98,9569.79,41.8
2.1.2022 8:00,5002,610,21.03,273,6.85,894,1296,6337,871,0.1,3618,302.1,9404.95,9826.13,48.95
2.1.2022 9:00,5063,628,23.26,295,6.93,922,1206,6337,925,0.346,3775,315.4,9397.276,10099.66,60.01
2.1.2022 10:00,5228,620,24.2,293,6.89,979,1175,6337,975,0.89,3942,329.6,9473.78,10436.8,70.09
2.1.2022 11:00,5262,612,22.39,288,6.86,983,1214,6336,1003,1.71,4061,339.8,9544.57,10585.19,66.26
2.1.2022 12:00,5291,596,21.87,306,6.96,986,1290,6336,991,1.668,4118,344.8,9611.628,10677.67,64.54
2.1.2022 13:00,5304,590,21.6,304,7.08,986,1321,6336,971,1.164,4113,344.5,9622.244,10677.1,46.96
2.1.2022 14:00,5341,588,21.91,331,3.5,1054,1229,6366,974,0.508,4118,344.9,9627.008,10744.81,49.06
2.1.2022 15:00,5474,611,20.75,322,2.08,1214,1147,6390,990,0.113,4258,356.6,9743.193,11042.35,74.99
2.1.2022 16:00,5424,621,20.98,306,5.46,1094,1042,6389,998,0.107,4420,370.3,9528.567,11162.28,88.15
2.1.2022 17:00,5411,624,20.21,312,5.95,1122,973,6389,1022,0.111,4506,377.8,9512.061,11251.01,95.4
2.1.2022 18:00,5343,645,19.38,288,5.95,1100,918,6389,1020,0.102,4467,374.6,9433.052,11136.98,86.71
2.1.2022 19:00,5278,653,20.33,271,5.85,1029,846,6388,1016,0.09,4312,361.3,9284.94,10895.63,71.27
2.1.2022 20:00,5207,692,20.98,255,5.8,892,852,6388,989,0.081,4108,344.2,9126.881,10627.18,54.12
2.1.2022 21:00,5036,690,21.02,227,5.78,858,893,6389,933,0.088,3877,324.6,9078.868,10175.62,46.16
2.1.2022 22:00,4914,745,21.12,228,5.74,838,921,6389,925,0.079,3627,303.4,9078.819,9838.52,46.29
2.1.2022 23:00,4908,740,22.94,210,5.66,817,1067,6387,921,0.071,3365,281.3,9197.731,9527.24,32.93
3.1.2022 0:00,4826,773,24.19,216,6.07,820,1150,6387,897,0.072,3178,265.4,9260.142,9282.59,20.89
3.1.2022 1:00,4753,783,25.24,209,5.76,818,1253,6385,891,0.067,3061,255.7,9352.827,9086.94,19.92
3.1.2022 2:00,4689,781,26.31,209,5.78,817,1344,6386,888,0.067,3007,251,9440.847,8963.31,19.87
3.1.2022 3:00,4654,766,24.05,203,5.8,822,1258,6385,890,0.072,2993,249.9,9360.872,8889.95,19.82
3.1.2022 4:00,4730,746,24.19,210,5.86,824,1185,6386,902,0.066,3016,251.6,9302.926,8977.79,20.26
3.1.2022 5:00,4965,751,23.79,215,5.99,773,1236,6386,926,0.078,3112,259.8,9327.068,9326.59,29.35
3.1.2022 6:00,5655,752,20.96,229,6.09,782,1302,6386,983,0.083,3274,273.4,9459.173,10204.36,37.55
3.1.2022 7:00,6265,755,19.57,263,6.21,906,1277,6385,1047,0.093,3457,289,9621.303,11048.57,88.76
3.1.2022 8:00,6564,740,17.36,267,6.44,1175,1267,6386,1060,0.106,3619,303,9894.546,11510.36,122.93
3.1.2022 9:00,6598,702,15.93,263,6.39,1179,1291,6383,1063,0.573,3698,310,9922.963,11586.93,110.17
3.1.2022 10:00,6657,712,13.45,258,6.62,1101,1351,6384,1056,1.962,3782,317.3,9900.582,11739.75,93.38
3.1.2022 11:00,6694,722,12.79,267,6.67,1106,1387,6385,1055,4.042,3847,322.9,9943.712,11865.69,90.73
3.1.2022 12:00,6661,750,12.41,269,6.68,1106,1430,6386,1051,3.925,3915,328.8,9983.605,11936.21,82.37
3.1.2022 13:00,6678,734,12.55,268,6.68,1114,1441,6385,1052,2.549,3892,326.7,10001.229,11911.25,80.9
3.1.2022 14:00,6699,755,12.34,283,6.66,1193,1569,6384,1049,0.722,3911,328.3,10202.382,11988.64,80.99
3.1.2022 15:00,6734,756,12.54,283,6.63,1235,1638,6383,1056,0.206,4059,340.5,10318.836,12185.04,98.05
3.1.2022 16:00,6529,758,13.46,295,6.67,1264,1751,6384,1052,0.119,4289,359.7,10457.789,12244.16,120.55
3.1.2022 17:00,6357,749,13.74,298,6.7,1273,1856,6385,1054,0.142,4472,375.2,10574.842,12264.94,139.57
3.1.2022 18:00,6113,710,13.78,294,6.71,1270,1932,6385,1061,0.115,4450,373.2,10654.825,11953.98,134.69
3.1.2022 19:00,5919,739,13.69,300,6.71,1280,2073,6383,1060,0.092,4306,361,10802.802,11638.69,114.82
3.1.2022 20:00,5752,771,13.68,292,6.63,1189,2131,6385,1043,0.082,4107,344.1,10754.712,11279.78,92.91
3.1.2022 21:00,5496,792,13.71,286,6.5,999,2132,6386,1022,0.082,3891,325.8,10545.582,10804.51,72.39
3.1.2022 22:00,5277,799,15.53,284,6.21,910,2176,6385,983,0.079,3641,304.5,10460.289,10321.03,39.45
3.1.2022 23:00,5126,788,17.5,281,6.27,853,2168,6384,929,0.083,3400,283.9,10340.353,9896.4,34.4
4.1.2022 0:00,5033,791,18.84,270,6.45,864,2073,6385,895,0.076,3245,270.9,10223.526,9628.74,39.99
4.1.2022 1:00,4989,749,18.49,265,6.44,866,2048,6384,864,0.07,3164,263.7,10168.51,9449.19,37.14
4.1.2022 2:00,4920,752,19.39,296,6.62,900,2051,6384,837,0.07,3152,262.6,10178.69,9401.99,36.66
4.1.2022 3:00,4917,771,19.39,321,6.34,919,2117,6397,846,0.071,3188,265.3,10285.411,9481.69,38.64
4.1.2022 4:00,4979,758,19.49,349,6.4,933,2056,6482,900,0.074,3264,271.5,10377.474,9640.99,41.02
4.1.2022 5:00,5342,714,20.23,361,6.4,959,1991,6573,970,0.072,3421,284.5,10499.472,10142.73,93.97
4.1.2022 6:00,6015,626,15.27,378,6.43,1195,2032,6698,1038,0.077,3648,303.5,10969.507,10985.77,122.39
4.1.2022 7:00,6637,621,12.99,376,6.63,1435,1955,6776,1065,0.71,3894,324.3,11238.34,11865.29,154.93
4.1.2022 8:00,6877,600,12.09,403,6.8,1454,1978,6820,1084,0.795,4084,340.5,11343.595,12316.59,167.88
4.1.2022 9:00,6822,573,12.73,409,6.69,1432,1967,6887,1094,2.993,4165,347.7,11389.683,12329.43,166.65
4.1.2022 10:00,6831,595,9.8,421,7.12,1365,1871,6904,1103,17.542,4202,351.1,11267.662,12409.9,167.29
4.1.2022 11:00,6773,608,12.78,426,7.09,1401,1798,6913,1093,33.505,4199,351.2,11245.595,12369.98,164.62
4.1.2022 12:00,6739,649,11.78,414,7.2,1372,1826,6922,1097,32.711,4196,351.3,11256.911,12361.08,159.98
4.1.2022 13:00,6770,671,11.73,448,7.19,1444,1834,6930,1112,17.179,4151,347.5,11344.369,12399.23,155.69
4.1.2022 14:00,6801,661,11.51,435,7.17,1456,1739,6932,1095,4.627,4192,351,11233.797,12451.51,155.16
4.1.2022 15:00,6937,669,11.8,418,7.29,1455,1614,6933,1101,0.511,4407,369,11110.801,12811.8,158.45
4.1.2022 16:00,6833,662,11.78,415,7.28,1470,1452,6931,1116,0.132,4721,395,10976.412,13037.78,161.35
4.1.2022 17:00,6684,657,11.77,422,7.3,1465,1340,6931,1111,0.133,4934,413,10854.433,13121.77,167.76
4.1.2022 18:00,6485,688,11.53,392,7.32,1458,1189,6933,1106,0.112,4919,411.6,10693.432,12907.13,164.46
4.1.2022 19:00,6228,738,11.48,367,7.28,1492,1089,6931,1086,0.101,4787,400.3,10605.381,12531.78,153.88
4.1.2022 20:00,6078,731,11.11,333,7.27,1426,1020,6932,1086,0.091,4594,383.8,10471.361,12130.91,146.81
4.1.2022 21:00,5892,747,8.32,313,7.28,1249,976,6933,1094,0.089,4378,365.4,10259.369,11703.72,128.75
4.1.2022 22:00,5686,729,10.67,295,7.29,1122,917,6933,1078,0.09,4121,343.7,10057.38,11185.37,112.96
4.1.2022 23:00,5473,693,11.2,277,7.3,927,841,6933,1062,0.081,3853,320.9,9770.381,10628.1,84.11
5.1.2022 0:00,5272,737,11.62,290,7.38,864,773,6935,1007,0.078,3673,305.8,9586.458,10289.42,93.87
5.1.2022 1:00,5227,713,13.89,280,7.3,800,657,6935,920,0.075,3559,296.1,9319.375,10088.99,51.69
5.1.2022 2:00,5138,770,14.08,279,7.3,815,653,6934,890,0.072,3515,292.3,9299.372,10008.38,50.04
5.1.2022 3:00,5146,807,14.31,280,7.31,796,611,6932,906,0.077,3508,291.7,9252.387,10047.01,49.53
5.1.2022 4:00,5224,767,14.31,292,7.32,771,516,6929,947,0.072,3535,293.9,9170.392,10126.21,50.07
5.1.2022 5:00,5469,773,14.04,299,7.29,829,482,6929,1062,0.079,3626,301.5,9309.369,10482.54,93.39
5.1.2022 6:00,6119,763,11.35,327,7.29,906,458,6931,1096,0.088,3787,315.2,9398.378,11322.55,99.16
5.1.2022 7:00,6717,790,11.15,335,7.42,1197,430,6933,1116,0.097,3979,331.5,9683.517,12163.65,101.15
5.1.2022 8:00,6930,830,11.18,352,7.54,1400,431,6931,1114,0.113,4153,346.5,9883.653,12622.68,129.56
5.1.2022 9:00,6935,812,11.17,357,7.48,1372,451,6930,1126,0.336,4248,354.8,9886.816,12717.97,121.09
5.1.2022 10:00,6997,753,11.53,346,7.48,1387,464,6933,1125,1.331,4338,362.8,9917.811,12808.33,135.05
5.1.2022 11:00,6951,788,11.41,332,7.58,1405,524,6931,1095,2.99,4396,367.8,9965.57,12846.21,129.99
5.1.2022 12:00,6898,829,11.27,327,7.56,1398,632,6933,1116,3.968,4465,373.7,10090.528,12903.97,131.97
5.1.2022 13:00,6891,802,11.74,331,7.5,1388,803,6932,1098,2.484,4482,375.1,10230.984,12892.84,130.67
5.1.2022 14:00,6926,807,11.83,325,7.57,1385,985,6933,1098,1.027,4545,380.2,10409.597,12995.03,121.39
5.1.2022 15:00,6965,844,11.78,336,7.51,1374,1092,6933,1128,0.222,4770,398.8,10534.732,13325.58,122.42
5.1.2022 16:00,6946,790,11.77,349,7.46,1388,1413,6932,1132,0.139,5100,426.1,10872.599,13622.87,137.28
5.1.2022 17:00,6793,769,11.94,343,7.57,1435,1636,6932,1127,0.144,5339,446.1,11137.714,13702.04,148.09
5.1.2022 18:00,6597,775,11.95,339,7.49,1413,1797,6931,1161,0.128,5373,448.5,11309.618,13544.45,139.88
5.1.2022 19:00,6385,800,11.93,350,7.5,1413,1808,6929,1152,0.11,5256,438.4,11309.61,13241.33,135.75
5.1.2022 20:00,6211,809,12.08,371,7.53,1311,1923,6927,1160,0.107,5087,424,11328.637,12914.08,119.93
5.1.2022 21:00,5940,785,12.08,348,7.53,1094,2057,6928,1131,0.102,4899,408,11217.632,12392.08,98.09
5.1.2022 22:00,5779,817,11.96,342,7.56,1011,2159,6928,1128,0.095,4695,390.8,11233.655,12035.76,118.71
5.1.2022 23:00,5591,834,12.07,334,7.54,974,2154,6928,1091,0.082,4486,373.1,11154.622,11630.17,97.29
6.1.2022 0:00,5414,818,12.38,358,7.55,941,2136,6928,997,0.086,4318,358.9,11009.636,11279.28,93.29
6.1.2022 1:00,5354,827,14.52,357,7.53,931,2131,6927,899,0.079,4221,350.7,10895.609,11124.22,80.77
6.1.2022 2:00,5298,815,15.19,355,7.53,929,2101,6926,873,0.077,4187,347.7,10836.607,11017.89,78.08
6.1.2022 3:00,5281,812,15.33,359,7.66,935,2028,6927,882,0.083,4202,348.7,10779.743,11018.03,81.97
6.1.2022 4:00,5327,830,15.29,378,7.65,954,1885,6928,925,0.089,4261,353.3,10699.739,11164.59,89.31
6.1.2022 5:00,5479,826,15.28,355,7.88,966,1752,6928,1038,0.095,4385,363.6,10691.975,11423.88,89.75
6.1.2022 6:00,5817,800,15.44,389,7.61,1053,1669,6926,1155,0.104,4543,376.5,10810.714,11940.94,97.06
6.1.2022 7:00,6050,805,13.83,446,7.6,1277,1742,6925,1207,0.11,4736,392.5,11158.71,12443.33,110.87
6.1.2022 8:00,6194,821,12.4,440,7.6,1400,1750,6575,1217,0.141,4959,411.2,10949.741,12837.6,136.88
6.1.2022 9:00,6236,787,12.33,458,7.71,1545,1667,6163,1231,1.412,5158,428.1,10615.122,13079.43,205.87
6.1.2022 10:00,6344,786,12.4,448,7.64,1556,1410,6131,1257,9.604,5244,435.8,10371.244,13270.2,209.25
6.1.2022 11:00,6324,793,11.87,426,7.65,1564,1171,6158,1272,21.788,5189,432,10194.438,13175.87,224.71
6.1.2022 12:00,6284,794,11.79,405,7.69,1561,936,6138,1271,27.387,5106,425.6,9941.077,13026.39,218.99
6.1.2022 13:00,6235,775,11.6,395,7.76,1561,819,6144,1268,20.466,5027,419.1,9820.226,12862.7,202.71
6.1.2022 14:00,6284,764,11.34,400,7.74,1567,796,6212,1267,6.642,5063,422.2,9856.382,12944.54,209.36
6.1.2022 15:00,6416,834,11.87,436,7.66,1576,880,6281,1269,0.536,5332,444.6,10014.196,13474.47,225.23
6.1.2022 16:00,6463,792,12.51,459,7.73,1579,972,6503,1260,0.147,5706,475.7,10321.877,13908.21,245.95
6.1.2022 17:00,6428,791,12.07,472,8.74,1577,1084,6608,1249,0.168,5924,493.9,10526.908,14120.97,274.11
6.1.2022 18:00,6302,823,11.84,456,8.76,1568,1075,6601,1242,0.13,5936,494.8,10494.89,14023.64,272.89
6.1.2022 19:00,6203,776,12.16,450,7.74,1531,1093,6594,1243,0.109,5801,483.2,10468.849,13725.36,220.32
6.1.2022 20:00,6074,790,12.07,457,7.68,1490,1086,6594,1245,0.112,5631,468.9,10422.792,13432.97,217.91
6.1.2022 21:00,5920,810,12.15,442,55.93,1426,1112,6046,1238,0.108,5447,453.1,9878.038,13084.25,203.31
6.1.2022 22:00,5774,785,11.67,426,28.13,1246,1075,5544,1234,0.107,5238,435.3,9127.237,12669.97,171.31
6.1.2022 23:00,5645,798,11.71,399,7.64,1347,964,5545,1228,0.1,5030,417.6,9091.74,12301.31,124.7
7.1.2022 0:00,5516,827,11.71,339,8,1180,912,5544,1083,0.094,4847,402.1,8727.094,11942.81,128.92
7.1.2022 1:00,5466,766,11.82,351,8.27,986,794,5557,982,0.093,4742,393.4,8327.363,11730.22,116.65
7.1.2022 2:00,5419,760,12.51,361,8,962,648,5573,909,0.084,4682,388.4,8100.084,11622.91,100.54
7.1.2022 3:00,5421,745,12.46,367,7.85,1066,559,5574,887,0.087,4677,388.1,8093.937,11610.56,99.47
7.1.2022 4:00,5494,756,13.06,367,7.62,1149,566,5575,906,0.084,4698,390,8203.704,11718.06,101.74
7.1.2022 5:00,5726,742,13.48,356,7.65,1116,559,5588,994,0.086,4772,396.4,8264.736,12005.88,114.99
7.1.2022 6:00,6252,762,13.41,372,7.63,1302,579,5603,1077,0.102,4911,408.3,8568.732,12718.71,140.19
7.1.2022 7:00,6699,777,15.29,407,7.62,1488,695,5602,1125,0.106,5099,424.5,8917.726,13421.79,152.64
7.1.2022 8:00,6881,772,15.07,401,7.6,1527,840,5603,1130,0.121,5281,440.1,9107.721,13790.17,160.97
7.1.2022 9:00,6901,723,15.03,409,7.62,1547,910,5616,1130,0.299,5388,449.4,9210.919,13885.43,161.85
7.1.2022 10:00,6925,747,15.1,405,7.69,1559,970,5634,1124,0.731,5435,453.6,9295.421,13980.7,161.37
7.1.2022 11:00,6929,722,14.96,427,7.68,1574,1002,5632,1127,0.88,5413,451.8,9343.56,13957.76,166.06
7.1.2022 12:00,6882,709,14.81,417,7.63,1571,999,5633,1139,0.719,5393,450.2,9350.349,13866.01,166.54
7.1.2022 13:00,6849,693,14.58,408,7.62,1574,972,5646,1148,0.357,5347,446.3,9347.977,13757.88,165.97
7.1.2022 14:00,6868,729,14.29,441,7.62,1579,983,5661,1149,0.199,5309,443.3,9379.819,13804.59,165.36
7.1.2022 15:00,6836,774,14.03,465,7.65,1588,1045,5661,1155,0.147,5425,453.1,9456.797,13967.13,185.15
7.1.2022 16:00,6741,710,13.12,468,7.68,1601,1090,5661,1164,0.148,5602,468,9523.828,14002.12,201.56
7.1.2022 17:00,6567,678,13.11,453,7.69,1598,1079,5661,1176,0.191,5694,476,9521.881,13881.11,243.11
7.1.2022 18:00,6343,706,13.01,445,7.64,1593,1068,5662,1172,0.164,5599,468,9502.804,13574.01,247.72
7.1.2022 19:00,6104,747,13.06,459,7.62,1560,1042,5662,1168,0.112,5366,448.4,9439.732,13137.46,187.5
7.1.2022 20:00,5891,749,13.05,440,7.61,1466,1004,5648,1170,0.105,5073,423.7,9295.715,12589.75,160.5
7.1.2022 21:00,5636,737,13.01,434,7.63,1319,952,5657,1166,0.101,4825,402.8,9101.731,12047.81,157.95
7.1.2022 22:00,5454,752,12.89,434,7.65,1287,927,5691,1141,0.095,4591,383.1,9053.745,11626.99,153.9
7.1.2022 23:00,5335,736,12.92,417,7.65,1231,839,5692,1122,0.085,4347,362.5,8891.735,11210.42,144.76
8.1.2022 0:00,5191,737,13.3,431,7.65,1204,823,5692,1108,0.083,4141,345,8834.733,10858.3,153.03
8.1.2022 1:00,5099,751,13.51,434,7.63,1188,760,5692,1107,0.083,3977,331.3,8754.713,10605.81,146.08
8.1.2022 2:00,5000,757,12.79,436,7.64,1189,690,5721,1110,0.086,3875,322.7,8717.726,10403.49,144.64
8.1.2022 3:00,4977,741,13.08,435,7.65,1196,679,5722,1114,0.085,3825,318.4,8718.735,10309.48,145.74
8.1.2022 4:00,4931,740,13.12,432,7.65,1203,683,5721,1112,0.08,3809,317,8726.73,10242.12,146.97
8.1.2022 5:00,5024,756,12.57,397,7.64,1212,638,5722,1113,0.081,3834,319.1,8692.721,10342.67,146.88
8.1.2022 6:00,5164,752,11.42,397,7.63,1318,602,5749,1118,0.085,3892,323.9,8794.715,10540.32,146.56
8.1.2022 7:00,5363,774,11.76,381,7.62,1388,535,5750,1115,0.09,4012,334,8795.71,10875.76,147.18
8.1.2022 8:00,5482,779,11.93,384,7.56,1447,476,5751,1114,0.105,4192,349.2,8795.665,11198.13,153.66
8.1.2022 9:00,5556,788,11.91,392,7.47,1518,449,5750,1107,0.207,4374,364.7,8831.677,11486.61,156.07
8.1.2022 10:00,5748,761,11.99,399,7.5,1524,371,5779,1093,0.499,4537,378.6,8774.999,11835.59,159.08
8.1.2022 11:00,5785,774,12.07,405,7.5,1523,316,5778,1099,1.097,4628,386.4,8724.597,11990.47,158.5
8.1.2022 12:00,5808,760,9.97,385,7.5,1517,242,5779,1099,2.175,4662,389.3,8646.675,12014.27,158.79
8.1.2022 13:00,5787,759,8.05,377,7.5,1519,197,5779,1100,1.893,4619,385.8,8604.393,11935.85,156.07
8.1.2022 14:00,5789,785,8.04,373,7.49,1519,185,5807,1107,0.774,4635,387.2,8626.264,11977.24,156.18
8.1.2022 15:00,5823,773,7.71,377,7.5,1510,173,5808,1106,0.198,4763,398,8604.698,12141.71,158.89
8.1.2022 16:00,5913,722,7.97,365,7.48,1509,160,5808,1107,0.116,5015,419,8591.596,12441.97,161
8.1.2022 17:00,5852,724,8.26,375,7.5,1514,158,5808,1110,0.121,5129,428.8,8597.621,12517.06,189.9
8.1.2022 18:00,5731,706,8.21,356,7.49,1510,124,5838,1111,0.116,5095,425.8,8590.606,12322.01,170.71
8.1.2022 19:00,5632,724,8.19,332,7.45,1438,133,5839,1104,0.109,4902,409.7,8521.559,12007.89,140.08
8.1.2022 20:00,5462,736,8.16,311,7.41,1203,90,5840,1105,0.099,4655,388.7,8245.509,11560.86,105.07
8.1.2022 21:00,5333,760,8.08,298,7.41,1055,122,5839,1077,0.096,4455,371.9,8100.506,11225.98,104.85
8.1.2022 22:00,5178,764,14.37,298,7.47,962,165,5857,1055,0.095,4252,354.8,8046.565,10861.17,104.8
8.1.2022 23:00,5022,785,14.98,300,7.45,916,204,5856,1032,0.09,4048,337.5,8015.54,10507.48,90.05
9.1.2022 0:00,4964,778,14.87,288,7.62,885,238,5856,1028,0.082,3876,322.9,8014.702,10243.77,85.03
9.1.2022 1:00,4935,780,14.97,292,7.87,874,260,5855,1012,0.082,3742,311.6,8008.952,10075.57,84.4
9.1.2022 2:00,4892,781,15.35,299,8.04,962,291,5856,1002,0.079,3680,306.2,8119.119,9973.55,80.24
9.1.2022 3:00,4834,789,15.13,292,8.38,879,328,5856,990,0.079,3642,302.9,8061.459,9875.03,55.46
9.1.2022 4:00,4874,802,14.96,289,8.25,888,375,5856,989,0.085,3649,303.3,8116.335,9932.26,49.29
9.1.2022 5:00,4948,808,15.01,299,7.94,981,444,5855,999,0.083,3684,306.2,8287.023,10060.21,50.64
9.1.2022 6:00,5120,807,14.36,294,7.72,1003,509,5855,993,0.085,3758,312.3,8367.805,10305.66,74.29
9.1.2022 7:00,5269,775,8.47,301,7.4,1121,554,5856,991,0.094,3881,322.6,8529.494,10557.07,84.44
9.1.2022 8:00,5404,783,7.94,302,7.42,1222,616,5856,1030,0.109,4065,338.1,8731.529,10900.04,97.26
9.1.2022 9:00,5472,795,14.62,328,7.38,1333,674,5855,1066,0.348,4269,355.6,8935.728,11234.22,119.97
9.1.2022 10:00,5632,818,11.67,374,7.4,1423,690,5855,1088,0.949,4443,370.4,9064.349,11649.07,134.96
9.1.2022 11:00,5747,846,11.38,396,7.42,1464,686,5854,1132,1.348,4550,379.8,9144.768,11930.18,145.82
9.1.2022 12:00,5761,847,11.29,409,7.44,1477,730,5854,1149,1.457,4615,385.3,9218.897,12028.59,157.14
9.1.2022 13:00,5811,831,11.3,406,7.42,1472,773,5853,1145,1.031,4611,385.1,9251.451,12055.4,154.66
9.1.2022 14:00,5879,863,11.32,409,7.42,1482,843,5853,1137,0.52,4632,387,9322.94,12181.32,154.88
9.1.2022 15:00,5964,840,11.53,399,7.41,1492,942,5852,1143,0.162,4766,398.4,9436.572,12378.93,158.37
9.1.2022 16:00,6034,821,11.68,390,7.4,1484,984,5852,1146,0.111,5029,420.4,9473.511,12706.08,186.37
9.1.2022 17:00,6012,782,11.71,395,7.41,1498,1048,5852,1156,0.154,5160,431.7,9561.564,12792.41,223.3
9.1.2022 18:00,5953,787,12.13,391,7.4,1509,1119,5852,1163,0.158,5136,429.7,9650.558,12708.83,243.19
9.1.2022 19:00,5844,765,12.02,405,7.4,1510,1143,5851,1166,0.126,4978,416.2,9677.526,12420.22,209.65
9.1.2022 20:00,5672,843,11.95,398,7.41,1482,1085,5851,1158,0.106,4769,398.5,9583.516,12092.45,155.07
9.1.2022 21:00,5566,810,11.95,387,7.43,1379,1091,5851,1192,0.104,4531,378.2,9520.534,11684.15,159.38
9.1.2022 22:00,5425,785,11.94,401,7.44,1373,1108,5850,1217,0.095,4252,354.4,9555.535,11229.34,148.23
9.1.2022 23:00,5314,841,11.74,391,7.47,1363,1123,5850,1201,0.091,3975,330.9,9544.561,10863.64,144.79
10.1.2022 0:00,5279,847,11.78,361,7.45,1284,1141,5851,1157,0.084,3797,315.9,9440.534,10611.68,144.28
10.1.2022 1:00,5193,849,11.89,325,7.47,1271,1086,5852,1149,0.083,3693,307.1,9365.553,10378.99,138.09
10.1.2022 2:00,5187,855,12.52,316,7.44,1252,1019,5851,1144,0.083,3665,304.7,9273.523,10340.22,133.81
10.1.2022 3:00,5223,831,9.33,319,7.48,1240,936,5852,1150,0.082,3674,305.4,9185.562,10361.73,136.44
10.1.2022 4:00,5303,832,9,315,7.44,1267,902,5851,1152,0.113,3727,309.7,9179.553,10495.7,142.99
10.1.2022 5:00,5628,761,9.23,335,7.4,1233,774,5851,1172,0.117,3862,321.1,9037.517,10916.33,152.09
10.1.2022 6:00,6330,797,10.15,380,7.46,1375,665,5851,1251,0.128,4108,341.8,9149.588,11966.95,231.74
10.1.2022 7:00,7031,784,10.12,367,7.59,1376,597,5849,1297,0.12,4345,362.1,9126.71,12899.22,299.95
