Datum,Förbrukning Mwh exkl. avk.last,Förbrukning Mwh >50 MW,Avkopplingsb. last,Timmätta förluster,ospec_prod,vattenkraft_prod,vindkraft_prod,karnkraft_prod,varmekraft_prod,solkraft_prod,Schablonleverans förbrukning,Schablonleverans förluster,total_produktion,total_forbrukning,Day-ahead Price [EUR/MWh]
30.6.2022 22:00,4516,707,6.52,346,0.19,594,362,5681,164,0.172,1646,158.8,6801.362,7380.32,235.72
30.6.2022 23:00,4329,682,6.43,337,0.24,468,418,5702,164,0.143,1452,140.3,6752.383,6946.73,158.45
1.7.2022 0:00,4254,698,6.58,265,0.14,413,409,5683,166,0.148,1313,127.2,6671.288,6663.78,134.6
1.7.2022 1:00,4182,692,6.55,271,0.26,419,373,5699,176,0.765,1242,120.3,6668.025,6513.85,48.67
1.7.2022 2:00,4165,693,6.84,279,0.4,425,367,5702,173,0.131,1180,114.6,6667.531,6438.44,28.02
1.7.2022 3:00,4177,673,6.9,282,0.16,430,350,5703,164,0.586,1112,108,6647.746,6358.9,27.24
1.7.2022 4:00,4360,676,6.94,290,0.17,452,355,5706,163,3.227,1150,111.7,6679.397,6594.64,27.76
1.7.2022 5:00,4903,694,8.79,292,0.19,529,334,5706,171,16.44,1271,123.4,6756.63,7292.19,28.8
1.7.2022 6:00,5494,675,8.94,301,0.13,834,260,5728,170,50.368,1443,140,7042.498,8061.94,161.95
1.7.2022 7:00,5748,655,8.16,270,0.18,938,228,5748,171,112.763,1602,155.4,7197.943,8438.56,274.96
1.7.2022 8:00,5814,641,7.7,288,0.17,959,168,5781,178,189.622,1709,165.9,7275.792,8625.6,385.19
1.7.2022 9:00,5831,603,7.96,298,0.24,1056,147,5812,174,272.383,1769,171.7,7461.623,8680.66,378
1.7.2022 10:00,5797,596,8.26,304,0.17,1056,175,5841,170,361.143,1805,175.2,7603.313,8685.46,337.8
1.7.2022 11:00,5764,580,7.92,300,0.31,1015,238,5870,175,410.81,1835,178.2,7709.12,8665.12,339
1.7.2022 12:00,5651,627,7.59,287,0.31,918,267,5900,176,425.035,1812,175.9,7686.345,8560.49,302.35
1.7.2022 13:00,5539,687,7.41,264,0.19,822,220,5923,178,414.447,1789,173.6,7557.637,8460.01,270.9
1.7.2022 14:00,5399,674,6.87,271,0.36,778,288,5923,180,396.36,1794,174,7565.72,8318.87,262.1
1.7.2022 15:00,5251,688,7.54,276,0.3,777,223,5925,175,333.946,1847,179,7434.246,8248.54,238.72
1.7.2022 16:00,5097,677,7.2,292,0.26,785,148,5927,176,232.233,1940,187.7,7268.493,8200.9,220.69
1.7.2022 17:00,4927,659,6.82,301,0.26,779,155,5928,174,127.25,1973,190.8,7163.51,8057.62,242.5
1.7.2022 18:00,4800,606,7.3,297,0.15,727,226,5930,172,50.534,1940,187.6,7105.684,7837.9,230.66
1.7.2022 19:00,4655,617,7.05,263,0.21,649,288,5954,162,11.806,1873,181,7065.016,7596.05,200
1.7.2022 20:00,4458,634,6.28,259,0.07,602,448,5967,163,1.345,1795,173.6,7181.415,7325.88,178.39
1.7.2022 21:00,4301,679,6.24,274,0.14,560,659,5979,162,0.225,1764,170.3,7360.365,7194.54,170.04
1.7.2022 22:00,4175,685,7.04,279,0.1,495,848,5991,163,0.155,1659,160.4,7497.255,6965.44,158.79
1.7.2022 23:00,4060,678,9.22,269,0.23,448,846,6004,165,0.136,1494,144.4,7463.366,6654.62,57.76
2.7.2022 0:00,3999,664,12.93,259,0.13,420,801,6018,160,0.118,1353,131.4,7399.248,6419.33,19.49
2.7.2022 1:00,3851,668,9.69,271,0.24,413,835,6038,157,0.099,1275,124,7443.339,6198.69,15.06
2.7.2022 2:00,3791,663,12.66,277,0.12,427,879,6052,150,0.105,1208,117.7,7508.225,6069.36,6.97
2.7.2022 3:00,3758,681,14.58,254,0.58,426,898,6066,151,0.782,1124,108.4,7542.362,5939.98,4.91
2.7.2022 4:00,3784,695,14.74,245,0.59,437,1075,6079,154,5.23,1121,109.1,7750.82,5968.84,3.28
2.7.2022 5:00,3888,706,14.8,232,0.18,441,1269,6089,153,23.767,1159,112.7,7975.947,6112.5,4.7
2.7.2022 6:00,4032,697,15.41,240,0.12,479,1332,6093,153,49.362,1277,124.1,8106.482,6385.51,3.85
2.7.2022 7:00,4197,690,15.51,250,0.2,492,1441,6097,157,103.722,1486,144.3,8290.922,6782.81,15.37
2.7.2022 8:00,4326,685,15.53,250,0.17,500,1553,6101,162,195.22,1684,163.3,8511.39,7123.83,24.6
2.7.2022 9:00,4493,700,15.48,251,0.24,511,1758,5980,170,271.66,1806,174.9,8690.9,7440.38,26.18
2.7.2022 10:00,4517,687,15.31,248,0.24,510,1975,5915,172,350.947,1869,181.2,8923.187,7517.51,25.4
2.7.2022 11:00,4518,709,15.31,247,0.25,508,2123,5915,175,383.418,1881,182.4,9104.668,7552.71,22.47
2.7.2022 12:00,4486,714,15.36,246,0.27,493,2161,5945,173,386.532,1851,179.7,9158.802,7492.06,18.92
2.7.2022 13:00,4416,727,13.72,250,0.25,445,2013,5949,175,402.935,1806,175,8985.185,7387.72,9.94
2.7.2022 14:00,4360,712,13.94,250,0.28,422,1938,5947,178,428.614,1771,171.5,8913.894,7278.44,3.92
2.7.2022 15:00,4341,712,17.41,280,0.28,428,1938,5949,174,394.218,1786,173,8883.498,7309.41,2.79
2.7.2022 16:00,4293,714,25.56,289,0.33,431,1819,5984,175,292.196,1860,180,8701.526,7361.56,1.95
2.7.2022 17:00,4228,703,25.5,291,0.21,420,1600,5997,172,163.511,1902,184.1,8352.721,7333.6,1.94
2.7.2022 18:00,4166,697,23.91,288,0.29,399,1345,6010,172,68.553,1866,180.7,7994.843,7221.61,2.44
2.7.2022 19:00,4114,705,24.32,294,0.13,397,1048,6015,171,17.767,1789,173.2,7648.897,7099.52,2.74
2.7.2022 20:00,4023,682,24.22,292,0.14,416,914,6044,175,1.99,1716,166.1,7551.13,6903.32,2.86
2.7.2022 21:00,3984,671,21.14,284,0.29,416,974,6039,171,0.211,1698,164.1,7600.501,6822.24,2.82
2.7.2022 22:00,3919,673,20.77,273,0.25,410,1136,6040,165,0.154,1626,157.1,7751.404,6668.87,2.84
2.7.2022 23:00,3831,677,18.49,265,0.6,379,1165,6043,163,0.132,1483,143.5,7750.732,6417.99,2.59
3.7.2022 0:00,3771,707,17.79,264,0.94,384,1162,6074,163,0.111,1369,132.6,7784.051,6261.39,1.43
3.7.2022 1:00,3738,707,18.21,259,0.82,385,1203,6077,162,0.09,1314,127.1,7827.91,6163.31,1.1
3.7.2022 2:00,3622,705,18.43,255,1.01,385,1178,6081,160,0.114,1236,120,7805.124,5956.43,1
3.7.2022 3:00,3535,721,17.98,249,1.26,391,1038,6084,163,1.61,1155,112,7678.87,5789.98,0.97
3.7.2022 4:00,3536,701,18.46,242,1.32,397,910,6114,164,15.615,1134,110.3,7601.935,5741.76,0.98
3.7.2022 5:00,3601,727,18.36,249,0.8,396,702,6115,166,56.134,1147,111.6,7435.934,5853.96,1.25
3.7.2022 6:00,3755,723,18.44,251,0.73,441,501,6116,164,124.523,1241,120.6,7347.253,6109.04,1.41
3.7.2022 7:00,3902,740,18.7,260,0.24,469,610,6117,202,203.876,1429,138.7,7602.116,6488.4,4.98
3.7.2022 8:00,4054,704,18.56,252,0.19,483,625,6147,212,262.32,1618,156.7,7729.51,6803.26,11.59
3.7.2022 9:00,4245,718,18.46,244,0.25,491,665,6148,208,309.248,1745,168.8,7821.498,7139.26,14.75
3.7.2022 10:00,4326,769,18.56,254,0.28,462,748,6146,207,335.177,1820,175.9,7898.457,7363.46,13.07
3.7.2022 11:00,4330,783,18.51,255,0.26,421,695,6145,213,342.898,1863,180,7817.158,7429.51,9.71
3.7.2022 12:00,4395,781,18.51,258,0.22,367,788,6163,215,333.573,1845,178.3,7866.793,7475.81,1.83
3.7.2022 13:00,4414,787,18.58,250,0.19,366,803,6162,224,277.3,1815,175.5,7832.49,7460.08,1.6
3.7.2022 14:00,4349,793,17.64,251,0.19,372,756,6162,225,226.985,1804,174.6,7742.175,7389.24,1.51
3.7.2022 15:00,4340,787,12.57,275,0.15,402,706,6162,226,196.488,1842,178.1,7692.638,7434.67,1.52
3.7.2022 16:00,4353,776,12.09,287,0.2,471,727,6162,231,147.004,1940,187.6,7738.204,7555.69,1.74
3.7.2022 17:00,4342,680,12.16,300,0.14,524,653,6164,232,92.265,2007,194.1,7665.405,7535.26,23.91
3.7.2022 18:00,4257,610,12.23,300,0.21,540,590,6166,230,43.389,1990,192.4,7569.599,7361.63,143.5
3.7.2022 19:00,4185,606,10.99,275,0.16,537,563,6168,231,11.175,1927,186.3,7510.335,7190.29,145.74
3.7.2022 20:00,4133,679,13.2,279,0.13,531,512,6170,231,1.277,1833,177.2,7445.407,7114.4,111
3.7.2022 21:00,4173,695,15.13,270,0.17,496,562,6170,230,0.193,1758,169.8,7458.363,7080.93,50.1
3.7.2022 22:00,4088,729,18.27,272,0.18,436,576,6172,219,0.148,1602,154.8,7403.328,6864.07,102.64
3.7.2022 23:00,4024,737,11.47,273,0.32,396,571,6172,211,0.121,1426,137.9,7350.441,6609.37,16.76
4.7.2022 0:00,4018,770,7.15,279,0.29,395,519,6172,214,0.143,1295,125.6,7300.433,6494.75,3.43
4.7.2022 1:00,3996,785,7.36,287,0.53,406,512,6172,216,0.184,1241,120.4,7306.714,6436.76,1.89
4.7.2022 2:00,3926,779,7.31,283,0.13,436,428,6169,212,0.12,1189,115.5,7245.25,6299.81,2.58
4.7.2022 3:00,3963,780,7.42,268,0.15,413,417,6162,217,1.137,1139,110.8,7210.287,6268.22,4.86
4.7.2022 4:00,4099,758,8.14,266,0.19,398,367,6158,234,9.341,1164,113.1,7166.531,6408.24,9.99
4.7.2022 5:00,4678,736,8.91,276,0.09,642,305,6157,241,28.979,1281,124.5,7374.069,7104.41,26.54
4.7.2022 6:00,5242,710,7.94,290,0.14,877,288,6154,247,71.148,1434,139.2,7637.288,7823.14,159.35
4.7.2022 7:00,5491,646,8.59,271,0.16,960,369,6152,250,153.843,1586,154.3,7885.003,8156.89,290.94
4.7.2022 8:00,5621,696,8.46,252,0.07,932,494,6149,247,193.766,1689,164.4,8015.836,8430.86,385.17
4.7.2022 9:00,5643,708,8.56,285,0.28,886,731,6145,249,260.426,1752,170.5,8271.706,8567.06,366
4.7.2022 10:00,5663,648,8.46,277,0.19,867,1049,6140,250,297.85,1796,174.9,8604.04,8567.36,284.7
4.7.2022 11:00,5717,648,8.29,278,0.23,764,1194,6138,246,309.32,1836,178.5,8651.55,8665.79,221.3
4.7.2022 12:00,5694,666,8.73,278,0.27,735,1333,6137,244,317.245,1814,176,8766.515,8636.73,181.8
4.7.2022 13:00,5593,714,8.53,263,0.16,682,1317,6136,247,351.354,1777,172.4,8733.514,8527.93,184.36
4.7.2022 14:00,5533,754,7.21,265,0.18,634,1399,6134,236,337.333,1764,171.2,8740.513,8494.41,168.21
4.7.2022 15:00,5384,703,7.11,294,0.2,656,1418,6129,238,216.983,1848,178.8,8658.183,8414.91,161.07
4.7.2022 16:00,5224,748,6.85,297,0.18,679,1373,6123,237,139.952,2008,193.9,8552.132,8477.75,158.48
4.7.2022 17:00,4984,735,7.09,280,0.22,696,1238,6122,239,79.279,2069,199.8,8374.499,8274.89,189.03
4.7.2022 18:00,4826,668,7.12,279,0.19,684,1125,6121,238,36.734,2035,196.5,8204.924,8011.62,204.93
4.7.2022 19:00,4730,741,7.58,283,0.07,620,1158,6124,236,7.21,1950,188,8145.28,7899.58,161.63
4.7.2022 20:00,4565,713,6.95,263,0.17,505,1177,6126,234,1.077,1852,178.7,8043.247,7578.65,158.56
4.7.2022 21:00,4522,698,13.77,270,0.12,467,1254,6128,220,0.2,1785,172,8069.32,7460.77,97.55
4.7.2022 22:00,4425,766,17.77,260,0.12,439,1343,6128,218,0.156,1620,156.1,8128.276,7244.87,1.56
4.7.2022 23:00,4257,772,17.53,268,0.12,431,1349,6130,220,0.14,1455,140.4,8130.26,6909.93,1.45
5.7.2022 0:00,4215,767,16.98,255,0.16,428,1399,6129,214,0.146,1342,129.8,8170.306,6725.78,0.97
5.7.2022 1:00,4115,809,17.34,248,0.14,410,1454,6130,214,0.399,1303,126,8208.539,6618.34,0.91
5.7.2022 2:00,4046,778,17.54,249,0.14,426,1455,6129,220,0.201,1248,120.6,8230.341,6459.14,0.89
5.7.2022 3:00,4032,815,17.48,238,0.16,421,1506,6132,220,1.002,1192,115.6,8280.162,6410.08,0.92
5.7.2022 4:00,4215,826,15.63,255,0.14,422,1420,6136,217,12.969,1226,118.9,8208.109,6656.53,1.01
5.7.2022 5:00,4724,804,9.36,264,0.19,439,1284,6139,225,52.341,1339,130.1,8139.531,7270.46,1.43
5.7.2022 6:00,5164,754,8.54,267,0.09,494,1377,6145,235,122.972,1485,144.2,8374.062,7822.74,1.82
5.7.2022 7:00,5327,736,8.61,267,0.15,661,1451,6145,234,196.889,1625,157.8,8688.039,8121.41,78.97
5.7.2022 8:00,5385,689,8.08,265,0.1,706,1491,6147,231,273.281,1721,167,8848.381,8235.08,163.34
5.7.2022 9:00,5397,675,8.25,276,0.25,706,1531,6124,220,354.647,1767,171.5,8935.897,8294.75,161.54
5.7.2022 10:00,5427,716,8.5,267,0.21,713,1492,6097,221,405.08,1797,174.7,8928.29,8390.2,164.01
5.7.2022 11:00,5443,671,8.07,271,0.26,691,1538,6127,228,432.136,1826,177.6,9016.396,8396.67,163.46
5.7.2022 12:00,5544,723,8.24,271,0.22,616,1584,6133,225,447.544,1792,174,9005.764,8512.24,150
5.7.2022 13:00,5484,768,8.06,258,0.23,558,1642,6133,221,432.15,1761,171,8986.38,8450.06,130.05
5.7.2022 14:00,5402,783,7.87,252,0.24,528,1663,6111,228,400.096,1766,171.6,8930.336,8382.47,92.01
5.7.2022 15:00,5181,795,7.71,251,0.28,532,1611,6084,231,331.321,1836,178.2,8789.601,8248.91,99.81
5.7.2022 16:00,5129,783,7.59,274,0.18,555,1518,6082,226,228.751,1970,191,8609.931,8354.59,101.63
5.7.2022 17:00,4952,769,7.66,280,0.23,584,1399,6068,228,130.493,2026,196.1,8409.723,8230.76,88.09
5.7.2022 18:00,4819,785,7.57,273,0.16,579,1347,5966,236,57.68,2004,194,8185.84,8082.57,159.04
5.7.2022 19:00,4719,769,7.56,273,0.14,545,1152,5972,236,15.158,1935,187.3,7920.298,7890.86,164.06
5.7.2022 20:00,4546,775,7.65,262,0.16,491,1052,6008,228,1.76,1852,179.2,7780.92,7621.85,150
5.7.2022 21:00,4509,795,7.79,265,0.12,463,1098,6009,197,0.207,1797,173.8,7767.327,7547.59,126.02
5.7.2022 22:00,4460,800,7.51,265,0.13,444,1099,6015,185,0.166,1654,160.1,7743.296,7346.61,4.2
5.7.2022 23:00,4278,791,16.1,269,0.15,394,1086,6074,184,0.157,1484,143.7,7738.307,6981.8,1.01
6.7.2022 0:00,4186,815,16.52,262,0.13,398,1072,6078,184,0.223,1376,133.7,7732.353,6789.22,1.28
6.7.2022 1:00,4097,803,16.12,252,0.14,377,978,6023,184,0.282,1327,128.9,7562.422,6624.02,0.94
6.7.2022 2:00,3992,825,15.49,251,0.14,385,935,5993,184,0.125,1283,124.9,7497.265,6491.39,0.89
6.7.2022 3:00,4001,828,14.04,242,0.14,400,823,6066,194,1.012,1222,119.2,7484.152,6426.24,1.01
6.7.2022 4:00,4227,821,15.38,251,0.12,416,729,6137,210,11.527,1255,122.3,7503.647,6691.68,1.44
6.7.2022 5:00,4736,789,9.18,280,0.09,564,569,6139,221,50.818,1351,131.5,7543.908,7296.68,4.97
6.7.2022 6:00,5174,775,8.1,272,0.13,682,414,6138,227,130.91,1489,144.7,7592.04,7862.8,146.91
6.7.2022 7:00,5364,737,8.62,266,0.07,765,367,6138,228,233.271,1620,157.6,7731.341,8153.22,166.34
6.7.2022 8:00,5378,740,8.36,274,0.23,777,372,6135,224,364.873,1705,165.8,7873.103,8271.16,171.09
6.7.2022 9:00,5493,722,8.15,280,0.31,778,474,6133,223,482.337,1742,169.4,8090.647,8414.55,171.1
6.7.2022 10:00,5583,727,8.34,271,0.32,774,631,6045,229,526.592,1765,171.7,8205.912,8526.04,172.98
6.7.2022 11:00,5550,693,8.07,264,0.3,732,709,5961,234,540.884,1789,173.9,8177.184,8477.97,171.27
6.7.2022 12:00,5642,761,8.1,264,0.31,637,834,5961,237,556.576,1752,170.3,8225.886,8597.4,146.1
6.7.2022 13:00,5575,787,8.12,249,0.33,509,1033,5980,232,546.59,1722,167.4,8300.92,8508.52,73.29
6.7.2022 14:00,5529,793,7.99,255,0.35,498,1203,6042,243,479.119,1731,168.3,8465.469,8484.29,24.54
6.7.2022 15:00,5314,793,7.47,261,0.3,512,1372,6043,240,408.037,1808,175.7,8575.337,8359.17,19.88
6.7.2022 16:00,5148,730,8.05,272,0.25,657,1542,6055,230,283.045,1937,188,8767.295,8283.05,18.27
6.7.2022 17:00,4951,687,8.8,295,0.24,735,1631,6121,227,153.987,1982,192.4,8868.227,8116.2,171.79
6.7.2022 18:00,4857,700,8.75,303,0.17,740,1527,6187,228,55.89,1969,191.1,8738.06,8028.85,171.26
6.7.2022 19:00,4716,743,7.88,296,0.25,652,1240,6296,226,12.491,1913,185.5,8426.741,7861.38,172.2
6.7.2022 20:00,4583,763,8.42,295,0.18,610,1124,6301,221,1.09,1846,178.7,8257.27,7674.12,171.35
6.7.2022 21:00,4501,774,7.43,286,0.17,578,1215,6355,212,0.244,1790,173.1,8360.414,7531.53,170.97
6.7.2022 22:00,4417,810,7.51,272,0.19,471,1231,6382,190,0.182,1628,157.8,8274.372,7292.31,168.91
6.7.2022 23:00,4316,808,14.23,238,0.16,430,1191,6390,176,0.148,1464,142.2,8187.308,6982.43,36.43
7.7.2022 0:00,4175,826,12.04,249,0.17,435,1033,6425,174,0.456,1350,131.4,8067.626,6743.44,5.16
7.7.2022 1:00,4088,779,12.06,248,0.4,425,787,6437,166,0.219,1295,126.1,7815.619,6548.16,4.29
7.7.2022 2:00,4084,798,12.43,254,0.5,420,652,6433,167,0.114,1243,120.9,7672.614,6512.33,4.05
7.7.2022 3:00,4094,785,12.37,267,0.18,428,526,6432,169,0.469,1187,115.4,7555.649,6460.77,4.59
7.7.2022 4:00,4190,767,14.72,284,0.11,441,468,6433,186,3.667,1216,118.4,7531.777,6590.12,4.85
7.7.2022 5:00,4747,767,9.17,300,0.11,493,426,6433,197,15.704,1333,129.7,7564.814,7285.87,5.62
7.7.2022 6:00,5204,724,8.14,322,0.16,596,480,6432,204,40.124,1489,144.8,7752.284,7891.94,164.48
7.7.2022 7:00,5409,663,8.08,326,0.22,670,556,6442,196,69.235,1648,160.2,7933.455,8214.28,166.94
7.7.2022 8:00,5501,671,7.9,348,0.15,679,586,6452,176,95.152,1762,171,7988.302,8460.9,239.51
7.7.2022 9:00,5604,661,8.61,329,27.51,657,703,6457,163,131.779,1842,178.7,8139.289,8623.31,243.13
7.7.2022 10:00,5574,685,7.88,337,25.31,656,737,6455,163,183.284,1891,183.5,8219.594,8678.38,234.99
7.7.2022 11:00,5556,691,7.2,338,0.25,664,740,6461,192,235.464,1921,186.2,8292.714,8699.4,220
7.7.2022 12:00,5556,735,6.61,330,0.31,679,718,6469,208,286.528,1880,182.1,8360.838,8689.71,201.99
7.7.2022 13:00,5537,741,6.44,315,0.26,642,692,6470,221,334.346,1841,178.3,8359.606,8618.74,190.48
7.7.2022 14:00,5444,775,7.85,310,0.31,647,652,6473,219,354.99,1824,176.6,8346.3,8537.45,165.62
7.7.2022 15:00,5190,759,7.86,299,0.22,644,622,6487,222,314.479,1870,181,8289.699,8306.86,159.07
7.7.2022 16:00,5063,770,7.34,323,0.35,664,508,6497,224,242.334,1981,191.9,8135.684,8336.24,155.02
7.7.2022 17:00,4845,776,7.25,336,0.26,689,373,6496,229,155.498,2016,195.2,7942.758,8175.45,169.68
7.7.2022 18:00,4736,817,6.94,338,0.18,687,254,6494,225,70.908,1979,191.5,7731.088,8068.44,174.71
7.7.2022 19:00,4646,784,7.29,338,0.15,655,202,6493,223,19.115,1915,185.3,7592.265,7875.59,192.5
7.7.2022 20:00,4503,759,7.57,340,0.26,631,254,6432,229,1.977,1855,179.4,7548.237,7643.97,166.61
7.7.2022 21:00,4424,780,7.23,335,0.11,531,427,6433,233,0.23,1825,176.4,7624.34,7547.63,165.57
7.7.2022 22:00,4304,758,15.8,310,0.2,445,556,6431,228,0.18,1693,163.4,7660.38,7244.2,161.04
7.7.2022 23:00,4200,805,15.05,305,0.15,450,632,6407,222,0.156,1530,147.8,7711.306,7002.85,140.01
8.7.2022 0:00,4073,766,15.28,305,0.15,438,594,6389,212,0.167,1418,137.2,7633.317,6714.48,0.48
8.7.2022 1:00,3995,734,15.37,304,0.26,446,486,6381,198,1.009,1369,132.3,7512.269,6549.67,0.4
8.7.2022 2:00,3992,744,15.07,299,0.15,448,470,6381,197,0.188,1325,128.6,7496.338,6503.67,0.44
8.7.2022 3:00,3970,749,15.04,275,0.13,419,426,6383,199,1.154,1264,122.7,7428.284,6395.74,0.76
8.7.2022 4:00,4096,733,14.91,287,0.13,446,435,6414,204,8.944,1274,123.9,7508.074,6528.81,1.15
8.7.2022 5:00,4554,751,7.18,320,0.08,530,456,6441,217,28.975,1363,132.4,7673.055,7127.58,1.46
8.7.2022 6:00,4939,701,6.79,344,0.17,653,369,6442,223,77.432,1499,145.4,7764.602,7635.19,157.57
8.7.2022 7:00,5149,620,6.14,342,0.07,741,271,6440,217,163.488,1646,159.7,7832.558,7922.84,166.97
8.7.2022 8:00,5212,628,6.2,341,0.18,775,199,6439,213,294.626,1739,168.6,7920.806,8094.8,169.76
8.7.2022 9:00,5276,660,6.42,347,0.34,783,208,6463,212,433.959,1773,171.9,8100.299,8234.32,169.8
8.7.2022 10:00,5237,651,6.31,347,0.2,773,235,6483,213,508.054,1787,173.3,8212.254,8201.61,170.07
8.7.2022 11:00,5221,675,6.4,336,0.28,764,307,6503,212,533.997,1807,175.3,8320.277,8220.7,169.59
8.7.2022 12:00,5150,670,7.1,301,0.34,780,362,6505,221,508.918,1779,172.7,8377.258,8079.8,169.2
8.7.2022 13:00,5027,713,8.82,283,0.2,823,362,6510,220,451.44,1749,169.5,8366.64,7950.32,163.58
8.7.2022 14:00,4893,710,9.69,291,0.23,805,368,6512,220,396.348,1751,169.5,8301.578,7824.19,158.15
8.7.2022 15:00,4731,707,10.49,284,0.25,818,414,6532,222,289.805,1810,174.9,8276.055,7717.39,151.22
8.7.2022 16:00,4577,704,9.84,294,0.21,823,413,6526,224,195.45,1910,184.6,8181.66,7679.44,166.11
8.7.2022 17:00,4437,683,9.43,291,0.18,795,419,6517,224,110.013,1955,189.3,8065.193,7564.73,168.89
8.7.2022 18:00,4303,664,9.66,292,0.19,772,339,6516,223,45.263,1914,185.2,7895.453,7367.86,169.19
8.7.2022 19:00,4166,708,11.52,294,0.15,711,363,6531,221,11.219,1842,178.4,7837.369,7199.92,167.63
8.7.2022 20:00,4112,692,17.13,276,0.14,504,596,6538,209,1.184,1786,172.9,7848.324,7056.03,160.08
8.7.2022 21:00,4087,690,22.09,262,0.15,403,802,6540,193,0.231,1757,169.8,7938.381,6987.89,10.32
8.7.2022 22:00,3994,693,23.99,245,0.12,400,834,6271,191,0.181,1637,158.2,7696.301,6751.19,3.35
8.7.2022 23:00,3851,706,27.02,233,0.17,387,864,6026,184,0.177,1475,142.8,7461.347,6434.82,2.62
9.7.2022 0:00,3821,712,29.98,231,0.36,388,1012,6023,184,0.185,1355,131.3,7607.545,6280.28,2.72
9.7.2022 1:00,3772,745,24.68,228,0.67,372,1083,6021,187,0.152,1296,125.6,7663.822,6191.28,2.3
9.7.2022 2:00,3679,761,25.96,216,0.25,367,1067,5888,187,0.12,1246,120.9,7509.37,6048.86,2.28
9.7.2022 3:00,3645,759,28.85,203,0.69,373,1142,5732,185,0.521,1173,113.9,7433.211,5922.75,2.43
9.7.2022 4:00,3619,720,34.73,195,0.68,367,1236,5721,189,6.278,1161,112.9,7519.958,5842.63,2.54
9.7.2022 5:00,3689,616,39.5,199,0.56,358,1177,5690,187,33.955,1198,116.5,7446.515,5858,2.38
9.7.2022 6:00,3824,539,37.98,209,0.08,358,1231,5666,186,106.853,1314,127.7,7547.933,6051.68,2.46
9.7.2022 7:00,3959,552,30.17,206,0.15,369,1362,5666,176,228.227,1514,146.9,7801.377,6408.07,2.99
9.7.2022 8:00,4140,554,29.9,208,0.24,374,1325,5667,181,359.666,1694,164.2,7906.906,6790.1,3.16
9.7.2022 9:00,4219,529,29.97,195,0.28,376,1221,5698,182,478.838,1785,172.9,7956.118,6930.87,3.32
9.7.2022 10:00,4288,557,29.39,191,0.37,367,1171,5703,183,554.434,1813,175.6,7978.804,7053.99,3.27
9.7.2022 11:00,4312,541,29.14,190,0.38,367,1187,5709,179,567.802,1812,175.3,8010.182,7059.44,3.07
9.7.2022 12:00,4283,526,29.88,189,0.35,381,1277,5716,185,568.469,1771,171.5,8127.819,6970.38,2.77
9.7.2022 13:00,4281,556,29.33,185,0.37,370,1254,5708,184,530.863,1726,167.1,8047.233,6944.43,2.41
9.7.2022 14:00,4224,546,28.39,188,0.35,357,1116,5706,186,465.92,1705,165.2,7831.27,6856.59,1.57
9.7.2022 15:00,4169,590,25.9,211,0.3,360,1096,5707,184,374.972,1743,168.6,7722.272,6907.5,1.53
9.7.2022 16:00,4147,568,31.25,186,0.21,352,1106,5684,184,250.982,1843,178.3,7577.192,6953.55,2.4
9.7.2022 17:00,4058,603,34.73,170,0.13,369,859,5689,176,142.985,1893,183.4,7236.115,6942.13,2.74
9.7.2022 18:00,4005,659,34.41,205,0.09,371,750,5688,181,60.58,1859,180.2,7050.67,6942.61,3.18
9.7.2022 19:00,3950,658,33.35,221,0.1,392,730,5586,185,15.739,1805,175,6908.839,6842.35,3.56
9.7.2022 20:00,3889,656,33.42,218,0.19,403,711,5593,188,1.619,1728,167.4,6896.809,6691.82,19.93
9.7.2022 21:00,3858,680,35.42,216,0.75,367,887,5600,185,0.234,1728,167.2,7039.984,6684.62,12.05
9.7.2022 22:00,3777,708,35.6,216,1.13,351,970,5606,186,0.191,1650,159.6,7114.321,6546.2,3.07
9.7.2022 23:00,3730,722,37.33,212,0.84,368,1010,5579,175,0.17,1508,145.9,7133.01,6355.23,2.28
10.7.2022 0:00,3639,728,38.22,206,0.58,368,1027,5495,173,0.164,1396,135.2,7063.744,6142.42,1.75
10.7.2022 1:00,3604,692,39.8,201,1.14,366,1128,5496,173,0.148,1359,131.5,7164.288,6027.3,1.49
10.7.2022 2:00,3605,702,39.23,210,1.52,376,1169,5377,171,0.152,1307,126.6,7094.672,5989.83,1.35
10.7.2022 3:00,3500,693,37.19,212,1.4,362,1228,5367,171,0.843,1232,119.4,7130.243,5793.59,1.41
10.7.2022 4:00,3479,690,36.88,220,1.2,363,1177,5369,176,9.946,1211,117.5,7096.146,5754.38,1.23
10.7.2022 5:00,3547,705,37.48,217,0.89,365,971,5370,171,48.124,1224,118.9,6926.014,5849.38,1.01
10.7.2022 6:00,3627,673,37.37,215,0.54,365,921,5370,173,128.839,1301,126.3,6958.379,5979.67,1.4
10.7.2022 7:00,3681,699,37.18,227,0.14,359,980,5372,180,246.341,1478,143.5,7137.481,6265.68,1.46
10.7.2022 8:00,3883,691,36.02,243,0.19,366,1003,5374,176,333.618,1656,160.7,7252.808,6669.72,1.57
10.7.2022 9:00,4031,708,36.45,237,0.21,368,949,5373,174,351.701,1776,172.2,7215.911,6960.65,1.9
10.7.2022 10:00,4132,705,37.87,215,0.23,365,992,5371,177,346.486,1848,179.3,7251.716,7117.17,2.26
10.7.2022 11:00,4141,701,36.88,195,0.16,366,1042,5368,175,332.675,1883,182.7,7283.835,7139.58,3.27
